type,constituency,station,candidat,date_start,date_end,time_candidat,time_support,time_mention
presidential,national,Sud Radio,Melenchon Jean Luc,2022-01-16,2022-01-30,1.2667,10.65,11.6333
presidential,national,Sud Radio,Pecresse Valerie,2022-01-01,2022-01-16,0.5,10.55,1.5167
presidential,national,Sud Radio,Pecresse Valerie,2022-01-16,2022-01-30,0,17.3833,16.15
presidential,national,Sud Radio,Roussel Fabien,2022-01-01,2022-01-16,0.3,4.55,1.8167
presidential,national,Sud Radio,Roussel Fabien,2022-01-16,2022-01-30,0,8.3833,0.6667
presidential,national,Sud Radio,Taubira Christiane,2022-01-01,2022-01-16,3.0167,0,2.2
presidential,national,Sud Radio,Taubira Christiane,2022-01-16,2022-01-30,0,0,4.5667
presidential,national,Sud Radio,Thouy Helene,2022-01-16,2022-01-30,16.55,0,0
presidential,national,Sud Radio,Zemmour Eric,2022-01-01,2022-01-16,0,3.0167,1.55
presidential,national,Sud Radio,Zemmour Eric,2022-01-16,2022-01-30,0.55,12.2,30.7833
presidential,national,TF1,Asselineau Francois,2022-01-16,2022-01-30,0.2167,0,0.1167
presidential,national,TF1,Dupont Aignan Nicolas,2022-01-01,2022-01-16,0.15,0,0
presidential,national,TF1,Dupont Aignan Nicolas,2022-01-16,2022-01-30,0.0833,0,0
presidential,national,TF1,Hidalgo Anne,2022-01-01,2022-01-16,0.2167,0,0.1667
presidential,national,TF1,Hidalgo Anne,2022-01-16,2022-01-30,1.3167,0.7,1.0333
presidential,national,TF1,Jadot Yannick,2022-01-01,2022-01-16,0.8333,0,0.2167
presidential,national,TF1,Jadot Yannick,2022-01-16,2022-01-30,8.4667,0,5.8833
presidential,national,TF1,Koenig Gaspard,2022-01-16,2022-01-30,0.2667,0,0.2167
presidential,national,TF1,Lassalle Jean,2022-01-16,2022-01-30,0.3,0,0.2167
presidential,national,TF1,Le Pen Marine,2022-01-01,2022-01-16,7.65,0.1333,6.4167
presidential,national,TF1,Le Pen Marine,2022-01-16,2022-01-30,4.6667,1.2667,5.65
presidential,national,TF1,Macron Emmanuel,2022-01-01,2022-01-16,0.85,0.6833,5.3
presidential,national,TF1,Macron Emmanuel,2022-01-16,2022-01-30,0.8,4.5833,3.4667
presidential,national,TF1,Melenchon Jean Luc,2022-01-01,2022-01-16,0.8833,0,0.4167
presidential,national,TF1,Melenchon Jean Luc,2022-01-16,2022-01-30,3.0833,0.5667,5.3833
presidential,national,TF1,Montebourg Arnaud,2022-01-16,2022-01-30,0.45,0,0.1667
presidential,national,TF1,Pecresse Valerie,2022-01-01,2022-01-16,0.8167,0.1667,0.5
presidential,national,TF1,Pecresse Valerie,2022-01-16,2022-01-30,9.15,2.6333,6.3
presidential,national,TF1,Philippot Florian,2022-01-16,2022-01-30,0.3,0,0.1
presidential,national,TF1,Roussel Fabien,2022-01-01,2022-01-16,0.1833,0,0
presidential,national,TF1,Roussel Fabien,2022-01-16,2022-01-30,5.8333,0.4333,1.5333
presidential,national,TF1,Taubira Christiane,2022-01-01,2022-01-16,0.55,0,1.3167
presidential,national,TF1,Taubira Christiane,2022-01-16,2022-01-30,0.85,0.2667,1.1
presidential,national,TF1,Thouy Helene,2022-01-16,2022-01-30,0.6333,0.05,1.8833
presidential,national,TF1,Zemmour Eric,2022-01-01,2022-01-16,0.8333,0.1333,1.5667
presidential,national,TF1,Zemmour Eric,2022-01-16,2022-01-30,1.1833,5.75,5.75
presidential,national,TMC,Asselineau Francois,2022-01-01,2022-01-16,0.0167,0,0
presidential,national,TMC,Dupont Aignan Nicolas,2022-01-01,2022-01-16,0.8833,0,0.1667
presidential,national,TMC,Hidalgo Anne,2022-01-01,2022-01-16,3.9667,0,4.1167
presidential,national,TMC,Jadot Yannick,2022-01-01,2022-01-16,2.8,0.0833,2.9167
presidential,national,TMC,Lassalle Jean,2022-01-01,2022-01-16,0,0,0.2333
presidential,national,TMC,Le Pen Marine,2022-01-01,2022-01-16,7.4833,1.9667,16.0667
presidential,national,TMC,Macron Emmanuel,2022-01-01,2022-01-16,4.5667,0,5.9833
presidential,national,TMC,Melenchon Jean Luc,2022-01-01,2022-01-16,2.8,0,3.7
presidential,national,TMC,Montebourg Arnaud,2022-01-01,2022-01-16,0.3667,0,0.9
presidential,national,TMC,Pecresse Valerie,2022-01-01,2022-01-16,15.2167,0,10.65
presidential,national,TMC,Philippot Florian,2022-01-01,2022-01-16,1.1,0,1.3
presidential,national,TMC,Roussel Fabien,2022-01-01,2022-01-16,3.7,0,2.6833
presidential,national,TMC,Taubira Christiane,2022-01-01,2022-01-16,0,0,3.1
presidential,national,TMC,Zemmour Eric,2022-01-01,2022-01-16,8.2667,0,15.0667
presidential,national,TV5Monde,Hidalgo Anne,2022-01-01,2022-01-16,1.5,0,0.85
presidential,national,TV5Monde,Jadot Yannick,2022-01-01,2022-01-16,0.35,2.35,1.5667
presidential,national,TV5Monde,Le Pen Marine,2022-01-01,2022-01-16,0.4,6.45,1.6167
presidential,national,TV5Monde,Macron Emmanuel,2022-01-01,2022-01-16,0,0.85,6.4667
presidential,national,TV5Monde,Melenchon Jean Luc,2022-01-01,2022-01-16,0.2,0.3,1.05
presidential,national,TV5Monde,Pecresse Valerie,2022-01-01,2022-01-16,28.3167,0.1833,1.5167
presidential,national,TV5Monde,Taubira Christiane,2022-01-01,2022-01-16,9.9667,0,1.95
presidential,national,TV5Monde,Zemmour Eric,2022-01-01,2022-01-16,0.8167,0,1.5667
