month,media,tv,radio,prog_type,nom,appartenance,party_abb,time,path
2021-02-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,65.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,54,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,14,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,13,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,31,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,5,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,16,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,67.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,54,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,67.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,13,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-01-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,84.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,8,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,14,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,9,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,27,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,22,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,5,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,4,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,50,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,50,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,50,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,France Info TV,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-04-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,140.03333333333333,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,5,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,15,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,59,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,106.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,13,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,48,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,34,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,88.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,12,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,France Info TV,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-06-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,249.06666666666666,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,46,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,68.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,71.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,4,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,249.06666666666666,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,8,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,46,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,18,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,210.05,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,152.03333333333333,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,275.06666666666666,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,18,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-03-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,155.03333333333333,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,31,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,21,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,19,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,253.06666666666666,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,24,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,12,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,5,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,100.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,73.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,126.03333333333333,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,9,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-05-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,98.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,71.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,38,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,45,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,19,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,108.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,9,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,145.03333333333333,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,114.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,234.05,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,19,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-07-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,84.01666666666667,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,77.01666666666667,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,19,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,8,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,9,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,7,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,146.03333333333333,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,5,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,35,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,32,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,62.016666666666666,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,33,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,France Info TV,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-08-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,125.03333333333333,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,96.01666666666667,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,61.016666666666666,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,34,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,44,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,8,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,170.03333333333333,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,38,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,5,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,130.03333333333333,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,73.01666666666667,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,127.03333333333333,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,85.01666666666667,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-08-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1,../raw_data/final/2021//Personnalites_Chaine_d_information_01-08-2021_31-08-2021%20%281%29.xlsx
2021-09-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,207.05,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,19,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,433.1166666666667,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,5,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,14,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,265.06666666666666,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,122.03333333333333,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,741.2,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,17,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,357.0833333333333,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,168.03333333333333,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-09-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,19,../raw_data/final/2021//Personnalites_Chaine_d_information_01-09-2021_30-09-2021.xlsx
2021-10-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,183.05,../raw_data/final/2021//Personnalites_Chaine_d_information_01-10-2021_31-10-2021.xlsx
2021-10-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,62.016666666666666,../raw_data/final/2021//Personnalites_Chaine_d_information_01-10-2021_31-10-2021.xlsx
2021-10-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,252.06666666666666,../raw_data/final/2021//Personnalites_Chaine_d_information_01-10-2021_31-10-2021.xlsx
2021-10-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,29,../raw_data/final/2021//Personnalites_Chaine_d_information_01-10-2021_31-10-2021.xlsx
2021-10-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2,../raw_data/final/2021//Personnalites_Chaine_d_information_01-10-2021_31-10-2021.xlsx
